Subject;BlockCounter;Blocks;BlockList;Category[LogLevel5];Category[SubTrial];Exemplar[LogLevel5];Exemplar[SubTrial];Item;Typicality[LogLevel5];Typicality[SubTrial];RpWordQ.RESP;Retrieval: item accuracy;Retrieval: item and side correct;Response.RESP;Test: item accuracy;Test: side and item correct;Correct[LogLevel5];Correct[SubTrial];Side[LogLevel5];Side[SubTrial];SoundFile[LogLevel5];SoundFile[SubTrial];EncodeSideQ.ACC;EncodeSideQ.RESP;EncodeSideQ.RT;RpSideQ.ACC;RpSideQ.RESP;RpSideQ.RT;RpSideQ RT if item and side correct;TestSideQ.ACC;TestSideQ.RESP;TestSideQ.RT;ListSet[LogLevel5];ListSet[SubTrial];RetStem[LogLevel5];RetStem[SubTrial];TestStem;Retrieval round
18;4;6;4;;Väderfenomen;;Hagel;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;hagel.wav;;;;;;;;0;{LEFTARROW};633;;3;;Ha;H;
18;4;6;4;;Köksredskap;;Kavel;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;kavel.wav;;;;;;;;1;{LEFTARROW};379;;2;;Ka;K;
18;4;6;4;;Fisk;;Sill;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;sill.wav;;;;;;;;0;{RIGHTARROW};278;;1;;Si;S;
18;4;6;4;;Fisk;;Flundra;RpPlus;;low;;;;1;1;0;;{RIGHTARROW};;10000;;flundra.wav;;;;;;;;0;{LEFTARROW};422;;1;;Fl;F;
18;4;6;4;;Fisk;;Piraya;RpPlus;;low;;;;3;0;0;;{RIGHTARROW};;10000;;piraya.wav;;;;;;;;0;{LEFTARROW};320;;1;;Pi;P;
18;4;6;4;;Fisk;;Hammarhaj;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;hammarhaj.wav;;;;;;;;1;{RIGHTARROW};254;;1;;Ha;H;
18;4;6;4;;Fisk;;Makrill;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;makrill.wav;;;;;;;;1;{LEFTARROW};271;;1;;Ma;M;
18;4;6;4;;Köksredskap;;Hålslev;NrpLow;;low;;;;3;0;0;;{LEFTARROW};;-10000;;hålslev.wav;;;;;;;;0;{RIGHTARROW};1054;;2;;Hå;H;
18;4;6;4;;Fisk;;Tonfisk;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;tonfisk.wav;;;;;;;;1;{LEFTARROW};303;;1;;To;T;
18;5;5;1;;Vapen;;Automatvapen;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;automatvapen.wav;1;{RIGHTARROW};506;;;;;;;;;3;;Au;A;
18;5;5;1;;Musikstil;;Opera;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;opera.wav;1;{RIGHTARROW};311;;;;;;;;;2;;Op;O;
18;5;5;1;;Musikinstrument;;Munspel;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;munspel.wav;1;{RIGHTARROW};385;;;;;;;;;1;;Mu;M;
18;5;5;1;;Musikinstrument;;Elbas;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;elbas.wav;1;{LEFTARROW};361;;;;;;;;;1;;El;E;
18;5;5;1;;Musikinstrument;;Banjo;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;banjo.wav;1;{LEFTARROW};573;;;;;;;;;1;;Ba;B;
18;5;5;1;;Musikinstrument;;Luta;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;luta.wav;1;{LEFTARROW};572;;;;;;;;;1;;Lu;L;
18;5;5;1;;Vapen;;Revolver;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;revolver.wav;1;{LEFTARROW};603;;;;;;;;;3;;Re;R;
18;5;5;1;;Musikinstrument;;Trombon;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;trombon.wav;1;{RIGHTARROW};453;;;;;;;;;1;;Tr;T;
18;5;5;1;;Musikstil;;Trance;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;trance.wav;1;{RIGHTARROW};418;;;;;;;;;2;;Tr;T;
18;5;5;1;;Musikinstrument;;Saxofon;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;saxofon.wav;1;{RIGHTARROW};906;;;;;;;;;1;;Sa;S;
18;5;5;1;;Musikinstrument;;Ukulele;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;ukulele.wav;1;{LEFTARROW};823;;;;;;;;;1;;Uk;U;
18;5;5;1;;Musikstil;;Electro;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;electro.wav;1;{RIGHTARROW};601;;;;;;;;;2;;El;E;
18;5;5;1;;Vapen;;Svärd;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;svärd.wav;1;{LEFTARROW};646;;;;;;;;;3;;Sv;S;
18;5;5;1;;Musikinstrument;;Flöjt;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;flöjt.wav;1;{RIGHTARROW};302;;;;;;;;;1;;Fl;F;
18;5;5;1;;Vapen;;Kanon;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;kanon.wav;1;{LEFTARROW};331;;;;;;;;;3;;Ka;K;
18;5;5;1;;Musikstil;;Progg;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;progg.wav;1;{RIGHTARROW};399;;;;;;;;;2;;Pr;P;
18;5;5;1;;Vapen;;Hagelgevär;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;hagelgevär.wav;1;{LEFTARROW};376;;;;;;;;;3;;Ha;H;
18;5;5;1;;Vapen;;Elpistol;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;elpistol.wav;1;{RIGHTARROW};465;;;;;;;;;3;;El;E;
18;5;5;1;;Musikstil;;Soul;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;soul.wav;1;{LEFTARROW};277;;;;;;;;;2;;So;S;
18;5;5;1;;Musikstil;;Dansband;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;dansband.wav;1;{LEFTARROW};369;;;;;;;;;2;;Da;D;
18;5;5;1;;Vapen;;Lans;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;lans.wav;1;{RIGHTARROW};260;;;;;;;;;3;;La;L;
18;5;5;1;;Musikstil;;Reggae;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;reggae.wav;1;{LEFTARROW};317;;;;;;;;;2;;Re;R;
18;5;5;1;;Vapen;;Dolk;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;dolk.wav;1;{RIGHTARROW};311;;;;;;;;;3;;Do;D;
18;5;5;1;;Musikstil;;Klassisk;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;klassisk.wav;1;{LEFTARROW};274;;;;;;;;;2;;Kl;K;
18;5;5;2;Vapen;;Dolk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dolk.wav;;;;;1;{RIGHTARROW};301;301;;;;3;;Do;;;1
18;5;5;2;Musikinstrument;;Banjo;;;low;;2;0;0;;;;{LEFTARROW};;-10000;;banjo.wav;;;;;0;{RIGHTARROW};1239;;;;;1;;Ba;;;1
18;5;5;2;Vapen;;Lans;;;low;;3;0;0;;;;{RIGHTARROW};;10000;;lans.wav;;;;;0;{LEFTARROW};428;;;;;3;;La;;;1
18;5;5;2;Musikinstrument;;Elbas;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;elbas.wav;;;;;1;{LEFTARROW};577;577;;;;1;;El;;;1
18;5;5;2;Vapen;;Elpistol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;elpistol.wav;;;;;1;{RIGHTARROW};256;256;;;;3;;El;;;1
18;5;5;2;Vapen;;Automatvapen;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;automatvapen.wav;;;;;1;{RIGHTARROW};251;251;;;;3;;Au;;;1
18;5;5;2;Musikinstrument;;Luta;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;luta.wav;;;;;1;{LEFTARROW};262;262;;;;1;;Lu;;;1
18;5;5;2;Musikinstrument;;Ukulele;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;ukulele.wav;;;;;1;{LEFTARROW};305;305;;;;1;;Uk;;;1
18;5;5;2;Musikinstrument;;Luta;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;luta.wav;;;;;1;{LEFTARROW};428;428;;;;1;;Lu;;;2
18;5;5;2;Vapen;;Automatvapen;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;automatvapen.wav;;;;;1;{RIGHTARROW};337;337;;;;3;;Au;;;2
18;5;5;2;Vapen;;Lans;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;lans.wav;;;;;0;{LEFTARROW};602;;;;;3;;La;;;2
18;5;5;2;Vapen;;Dolk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dolk.wav;;;;;1;{RIGHTARROW};265;265;;;;3;;Do;;;2
18;5;5;2;Vapen;;Elpistol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;elpistol.wav;;;;;1;{RIGHTARROW};245;245;;;;3;;El;;;2
18;5;5;2;Musikinstrument;;Banjo;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;banjo.wav;;;;;1;{LEFTARROW};657;;;;;1;;Ba;;;2
18;5;5;2;Musikinstrument;;Ukulele;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;ukulele.wav;;;;;1;{LEFTARROW};302;302;;;;1;;Uk;;;2
18;5;5;2;Musikinstrument;;Elbas;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;elbas.wav;;;;;1;{LEFTARROW};328;328;;;;1;;El;;;2
18;5;5;2;Musikinstrument;;Luta;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;luta.wav;;;;;1;{LEFTARROW};273;273;;;;1;;Lu;;;3
18;5;5;2;Vapen;;Lans;;;low;;1;1;0;;;;{RIGHTARROW};;10000;;lans.wav;;;;;0;{LEFTARROW};331;;;;;3;;La;;;3
18;5;5;2;Musikinstrument;;Banjo;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;banjo.wav;;;;;0;{RIGHTARROW};868;;;;;1;;Ba;;;3
18;5;5;2;Musikinstrument;;Ukulele;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;ukulele.wav;;;;;1;{LEFTARROW};359;359;;;;1;;Uk;;;3
18;5;5;2;Vapen;;Elpistol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;elpistol.wav;;;;;1;{RIGHTARROW};272;272;;;;3;;El;;;3
18;5;5;2;Musikinstrument;;Elbas;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;elbas.wav;;;;;1;{LEFTARROW};268;268;;;;1;;El;;;3
18;5;5;2;Vapen;;Dolk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;dolk.wav;;;;;1;{RIGHTARROW};262;262;;;;3;;Do;;;3
18;5;5;2;Vapen;;Automatvapen;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;automatvapen.wav;;;;;1;{RIGHTARROW};275;275;;;;3;;Au;;;3
18;5;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;5;5;4;;Musikstil;;Trance;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;trance.wav;;;;;;;;0;{LEFTARROW};625;;2;;Tr;T;
18;5;5;4;;Vapen;;Lans;RpPlus;;low;;;;1;1;0;;{RIGHTARROW};;10000;;lans.wav;;;;;;;;0;{LEFTARROW};275;;3;;La;L;
18;5;5;4;;Musikstil;;Reggae;NrpHigh;;high;;;;2;0;0;;{LEFTARROW};;-10000;;reggae.wav;;;;;;;;1;{LEFTARROW};612;;2;;Re;R;
18;5;5;4;;Musikstil;;Soul;NrpHigh;;high;;;;2;0;0;;{LEFTARROW};;-10000;;soul.wav;;;;;;;;0;{RIGHTARROW};278;;2;;So;S;
18;5;5;4;;Vapen;;Elpistol;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;elpistol.wav;;;;;;;;1;{RIGHTARROW};261;;3;;El;E;
18;5;5;4;;Musikstil;;Electro;NrpLow;;low;;;;3;0;0;;{RIGHTARROW};;10000;;electro.wav;;;;;;;;0;{LEFTARROW};1013;;2;;El;E;
18;5;5;4;;Musikinstrument;;Trombon;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;trombon.wav;;;;;;;;1;{RIGHTARROW};839;;1;;Tr;T;
18;5;5;4;;Musikstil;;Progg;NrpLow;;low;;;;2;0;0;;{RIGHTARROW};;10000;;progg.wav;;;;;;;;1;{RIGHTARROW};289;;2;;Pr;P;
18;5;5;4;;Vapen;;Kanon;RpMinus;;high;;;;2;0;0;;{LEFTARROW};;-10000;;kanon.wav;;;;;;;;1;{LEFTARROW};416;;3;;Ka;K;
18;5;5;4;;Vapen;;Automatvapen;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;automatvapen.wav;;;;;;;;1;{RIGHTARROW};266;;3;;Au;A;
18;5;5;4;;Musikstil;;Dansband;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;dansband.wav;;;;;;;;1;{LEFTARROW};651;;2;;Da;D;
18;5;5;4;;Musikstil;;Klassisk;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;klassisk.wav;;;;;;;;0;{RIGHTARROW};299;;2;;Kl;K;
18;5;5;4;;Musikinstrument;;Luta;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;luta.wav;;;;;;;;1;{LEFTARROW};266;;1;;Lu;L;
18;5;5;4;;Musikinstrument;;Elbas;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;elbas.wav;;;;;;;;1;{LEFTARROW};267;;1;;El;E;
18;5;5;4;;Vapen;;Revolver;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;revolver.wav;;;;;;;;1;{LEFTARROW};299;;3;;Re;R;
18;5;5;4;;Musikinstrument;;Banjo;RpPlus;;low;;;;3;0;0;;{LEFTARROW};;-10000;;banjo.wav;;;;;;;;0;{RIGHTARROW};265;;1;;Ba;B;
18;5;5;4;;Vapen;;Dolk;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;dolk.wav;;;;;;;;1;{RIGHTARROW};280;;3;;Do;D;
18;5;5;4;;Musikinstrument;;Flöjt;RpMinus;;high;;;;1;1;0;;{RIGHTARROW};;10000;;flöjt.wav;;;;;;;;0;{LEFTARROW};344;;1;;Fl;F;
18;5;5;4;;Vapen;;Svärd;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;svärd.wav;;;;;;;;0;{RIGHTARROW};277;;3;;Sv;S;
18;5;5;4;;Musikinstrument;;Munspel;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;munspel.wav;;;;;;;;1;{RIGHTARROW};501;;1;;Mu;M;
18;5;5;4;;Musikstil;;Opera;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;opera.wav;;;;;;;;1;{RIGHTARROW};332;;2;;Op;O;
18;5;5;4;;Musikinstrument;;Saxofon;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;saxofon.wav;;;;;;;;0;{LEFTARROW};346;;1;;Sa;S;
18;5;5;4;;Musikinstrument;;Ukulele;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;ukulele.wav;;;;;;;;1;{LEFTARROW};327;;1;;Uk;U;
18;5;5;4;;Vapen;;Hagelgevär;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;hagelgevär.wav;;;;;;;;1;{LEFTARROW};389;;3;;Ha;H;
18;6;3;1;;Fågel;;Duva;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;duva.wav;1;{LEFTARROW};339;;;;;;;;;2;;Du;D;
18;6;3;1;;Möbel;;Badkar;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;badkar.wav;1;{RIGHTARROW};330;;;;;;;;;3;;Ba;B;
18;6;3;1;;Möbel;;Hylla;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;hylla.wav;1;{LEFTARROW};333;;;;;;;;;3;;Hy;H;
18;6;3;1;;Fågel;;Nötskrika;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;nötskrika.wav;1;{RIGHTARROW};512;;;;;;;;;2;;Nö;N;
18;6;3;1;;Textilmaterial;;Frotté;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;frotté.wav;1;{LEFTARROW};404;;;;;;;;;1;;Fr;F;
18;6;3;1;;Möbel;;Lampa;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;lampa.wav;1;{LEFTARROW};280;;;;;;;;;3;;La;L;
18;6;3;1;;Fågel;;Häger;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;häger.wav;1;{RIGHTARROW};325;;;;;;;;;2;;Hä;H;
18;6;3;1;;Fågel;;Kungsörn;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;kungsörn.wav;1;{RIGHTARROW};937;;;;;;;;;2;;Ku;K;
18;6;3;1;;Fågel;;Undulat;NrpLow;;low;;;;;;;;{RIGHTARROW};;10000;;undulat.wav;1;{RIGHTARROW};313;;;;;;;;;2;;Un;U;
18;6;3;1;;Möbel;;Fåtölj;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;fåtölj.wav;1;{LEFTARROW};319;;;;;;;;;3;;Få;F;
18;6;3;1;;Fågel;;Svala;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;svala.wav;1;{LEFTARROW};548;;;;;;;;;2;;Sv;S;
18;6;3;1;;Möbel;;Diskbänk;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;diskbänk.wav;1;{RIGHTARROW};452;;;;;;;;;3;;Di;D;
18;6;3;1;;Möbel;;Garderob;RpMinus;;high;;;;;;;;{LEFTARROW};;-10000;;garderob.wav;1;{LEFTARROW};346;;;;;;;;;3;;Ga;G;
18;6;3;1;;Textilmaterial;;Sammet;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;sammet.wav;1;{RIGHTARROW};319;;;;;;;;;1;;Sa;S;
18;6;3;1;;Textilmaterial;;Polyester;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;polyester.wav;1;{RIGHTARROW};357;;;;;;;;;1;;Po;P;
18;6;3;1;;Textilmaterial;;Denim;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;denim.wav;1;{LEFTARROW};448;;;;;;;;;1;;De;D;
18;6;3;1;;Textilmaterial;;Chiffong;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;chiffong.wav;1;{LEFTARROW};325;;;;;;;;;1;;Ch;C;
18;6;3;1;;Textilmaterial;;Manchester;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;manchester.wav;1;{RIGHTARROW};348;;;;;;;;;1;;Ma;M;
18;6;3;1;;Fågel;;Rödhake;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;rödhake.wav;1;{LEFTARROW};406;;;;;;;;;2;;Rö;R;
18;6;3;1;;Textilmaterial;;Nylon;RpMinus;;high;;;;;;;;{RIGHTARROW};;10000;;nylon.wav;1;{RIGHTARROW};662;;;;;;;;;1;;Ny;N;
18;6;3;1;;Möbel;;Sekretär;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;sekretär.wav;1;{RIGHTARROW};436;;;;;;;;;3;;Se;S;
18;6;3;1;;Textilmaterial;;Velour;RpPlus;;low;;;;;;;;{LEFTARROW};;-10000;;velour.wav;1;{LEFTARROW};555;;;;;;;;;1;;Ve;V;
18;6;3;1;;Möbel;;Pinnstol;RpPlus;;low;;;;;;;;{RIGHTARROW};;10000;;pinnstol.wav;1;{RIGHTARROW};269;;;;;;;;;3;;Pi;P;
18;6;3;1;;Fågel;;Papegoja;NrpHigh;;high;;;;;;;;{LEFTARROW};;-10000;;papegoja.wav;1;{LEFTARROW};374;;;;;;;;;2;;Pa;P;
18;6;3;2;Möbel;;Sekretär;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;sekretär.wav;;;;;1;{RIGHTARROW};278;278;;;;3;;Se;;;1
18;6;3;2;Textilmaterial;;Denim;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;denim.wav;;;;;1;{LEFTARROW};321;321;;;;1;;De;;;1
18;6;3;2;Möbel;;Diskbänk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;diskbänk.wav;;;;;1;{RIGHTARROW};250;250;;;;3;;Di;;;1
18;6;3;2;Möbel;;Pinnstol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;pinnstol.wav;;;;;1;{RIGHTARROW};262;262;;;;3;;Pi;;;1
18;6;3;2;Textilmaterial;;Velour;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;velour.wav;;;;;1;{LEFTARROW};290;290;;;;1;;Ve;;;1
18;6;3;2;Textilmaterial;;Frotté;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;frotté.wav;;;;;0;{RIGHTARROW};317;;;;;1;;Fr;;;1
18;6;3;2;Möbel;;Badkar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;badkar.wav;;;;;1;{RIGHTARROW};278;278;;;;3;;Ba;;;1
18;6;3;2;Textilmaterial;;Chiffong;;;low;;1;1;0;;;;{LEFTARROW};;-10000;;chiffong.wav;;;;;0;{RIGHTARROW};239;;;;;1;;Ch;;;1
18;6;3;2;Möbel;;Badkar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;badkar.wav;;;;;1;{RIGHTARROW};285;285;;;;3;;Ba;;;2
18;6;3;2;Textilmaterial;;Chiffong;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;chiffong.wav;;;;;1;{LEFTARROW};293;293;;;;1;;Ch;;;2
18;6;3;2;Textilmaterial;;Velour;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;velour.wav;;;;;1;{LEFTARROW};257;257;;;;1;;Ve;;;2
18;6;3;2;Möbel;;Pinnstol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;pinnstol.wav;;;;;1;{RIGHTARROW};300;300;;;;3;;Pi;;;2
18;6;3;2;Textilmaterial;;Denim;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;denim.wav;;;;;1;{LEFTARROW};278;278;;;;1;;De;;;2
18;6;3;2;Möbel;;Diskbänk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;diskbänk.wav;;;;;1;{RIGHTARROW};386;386;;;;3;;Di;;;2
18;6;3;2;Möbel;;Sekretär;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;sekretär.wav;;;;;1;{RIGHTARROW};297;297;;;;3;;Se;;;2
18;6;3;2;Textilmaterial;;Frotté;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;frotté.wav;;;;;1;{LEFTARROW};258;;;;;1;;Fr;;;2
18;6;3;2;Möbel;;Diskbänk;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;diskbänk.wav;;;;;1;{RIGHTARROW};318;318;;;;3;;Di;;;3
18;6;3;2;Möbel;;Sekretär;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;sekretär.wav;;;;;1;{RIGHTARROW};230;230;;;;3;;Se;;;3
18;6;3;2;Textilmaterial;;Denim;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;denim.wav;;;;;1;{LEFTARROW};292;292;;;;1;;De;;;3
18;6;3;2;Textilmaterial;;Velour;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;velour.wav;;;;;1;{LEFTARROW};287;287;;;;1;;Ve;;;3
18;6;3;2;Möbel;;Pinnstol;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;pinnstol.wav;;;;;1;{RIGHTARROW};265;265;;;;3;;Pi;;;3
18;6;3;2;Textilmaterial;;Frotté;;;low;;3;0;0;;;;{LEFTARROW};;-10000;;frotté.wav;;;;;1;{LEFTARROW};357;;;;;1;;Fr;;;3
18;6;3;2;Möbel;;Badkar;;;low;;1;1;1;;;;{RIGHTARROW};;10000;;badkar.wav;;;;;1;{RIGHTARROW};317;317;;;;3;;Ba;;;3
18;6;3;2;Textilmaterial;;Chiffong;;;low;;1;1;1;;;;{LEFTARROW};;-10000;;chiffong.wav;;;;;1;{LEFTARROW};277;277;;;;1;;Ch;;;3
18;6;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;6;3;4;;Möbel;;Badkar;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;badkar.wav;;;;;;;;1;{RIGHTARROW};275;;3;;Ba;B;
18;6;3;4;;Möbel;;Sekretär;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;sekretär.wav;;;;;;;;1;{RIGHTARROW};6;;3;;Se;S;
18;6;3;4;;Möbel;;Hylla;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;hylla.wav;;;;;;;;1;{LEFTARROW};366;;3;;Hy;H;
18;6;3;4;;Möbel;;Lampa;RpMinus;;high;;;;3;0;0;;{LEFTARROW};;-10000;;lampa.wav;;;;;;;;1;{LEFTARROW};761;;3;;La;L;
18;6;3;4;;Fågel;;Undulat;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;undulat.wav;;;;;;;;1;{RIGHTARROW};278;;2;;Un;U;
18;6;3;4;;Textilmaterial;;Polyester;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;polyester.wav;;;;;;;;0;{LEFTARROW};294;;1;;Po;P;
18;6;3;4;;Fågel;;Kungsörn;NrpLow;;low;;;;1;1;1;;{RIGHTARROW};;10000;;kungsörn.wav;;;;;;;;1;{RIGHTARROW};533;;2;;Ku;K;
18;6;3;4;;Textilmaterial;;Denim;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;denim.wav;;;;;;;;1;{LEFTARROW};442;;1;;De;D;
18;6;3;4;;Textilmaterial;;Nylon;RpMinus;;high;;;;1;1;1;;{RIGHTARROW};;10000;;nylon.wav;;;;;;;;1;{RIGHTARROW};628;;1;;Ny;N;
18;6;3;4;;Textilmaterial;;Manchester;RpMinus;;high;;;;3;0;0;;{RIGHTARROW};;10000;;manchester.wav;;;;;;;;0;{LEFTARROW};566;;1;;Ma;M;
18;6;3;4;;Textilmaterial;;Chiffong;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;chiffong.wav;;;;;;;;1;{LEFTARROW};538;;1;;Ch;C;
18;6;3;4;;Möbel;;Diskbänk;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;diskbänk.wav;;;;;;;;1;{RIGHTARROW};256;;3;;Di;D;
18;6;3;4;;Möbel;;Pinnstol;RpPlus;;low;;;;1;1;1;;{RIGHTARROW};;10000;;pinnstol.wav;;;;;;;;1;{RIGHTARROW};305;;3;;Pi;P;
18;6;3;4;;Fågel;;Rödhake;NrpHigh;;high;;;;3;0;0;;{LEFTARROW};;-10000;;rödhake.wav;;;;;;;;1;{LEFTARROW};399;;2;;Rö;R;
18;6;3;4;;Textilmaterial;;Velour;RpPlus;;low;;;;1;1;1;;{LEFTARROW};;-10000;;velour.wav;;;;;;;;1;{LEFTARROW};361;;1;;Ve;V;
18;6;3;4;;Textilmaterial;;Frotté;RpPlus;;low;;;;3;0;0;;{LEFTARROW};;-10000;;frotté.wav;;;;;;;;1;{LEFTARROW};789;;1;;Fr;F;
18;6;3;4;;Textilmaterial;;Sammet;RpMinus;;high;;;;2;0;0;;{RIGHTARROW};;10000;;sammet.wav;;;;;;;;1;{RIGHTARROW};369;;1;;Sa;S;
18;6;3;4;;Möbel;;Garderob;RpMinus;;high;;;;1;1;1;;{LEFTARROW};;-10000;;garderob.wav;;;;;;;;1;{LEFTARROW};397;;3;;Ga;G;
